FlightNumber,Airline,DepartureTime,ArrivalTime,Delay,Cancellation,Destination
SkyWave8348,SkyWave,2023-07-16 09:48:00,2023-07-16 12:48:00,23,False,JFK
PacificWings1396,AirNSR,2023-07-16 13:30:00,2023-07-16 14:30:00,21,True,ATL
SkyWave3255,PacificWings,2023-07-16 16:20:00,2023-07-16 20:20:00,81,False,HND
AirNSR9359,JetFly,2023-07-17 21:01:00,2023-07-18 01:01:00,56,False,JFK
SkyWave1589,SkyWave,2023-07-17 13:37:00,2023-07-17 17:37:00,0,True,LAX
PacificWings7031,PacificWings,2023-07-17 11:25:00,2023-07-17 13:25:00,59,False,JFK
PacificWings5610,JetFly,2023-07-17 17:32:00,2023-07-17 21:32:00,38,False,ATL
PacificWings5198,JetFly,2023-07-17 12:20:00,2023-07-17 15:20:00,29,False,CDG
GlobeAir1472,GlobeAir,2023-07-17 22:49:00,2023-07-18 02:49:00,12,False,LAX
AirNSR7348,AirNSR,2023-07-17 12:12:00,2023-07-17 17:12:00,80,False,CDG
SkyWave5970,JetFly,2023-07-17 20:03:00,2023-07-17 22:03:00,72,False,CDG
SkyWave9373,AirNSR,2023-07-17 15:00:00,2023-07-17 17:00:00,0,False,LHR
SkyWave9185,GlobeAir,2023-07-17 16:29:00,2023-07-17 20:29:00,48,False,ORD
GlobeAir8867,PacificWings,2023-07-18 15:50:00,2023-07-18 17:50:00,0,False,LAX
AirNSR1511,PacificWings,2023-07-18 07:54:00,2023-07-18 08:54:00,0,False,JFK
JetFly8291,GlobeAir,2023-07-18 11:06:00,2023-07-18 12:06:00,1,False,ATL
GlobeAir7108,AirNSR,2023-07-18 14:26:00,2023-07-18 15:26:00,68,False,JFK
AirNSR5948,SkyWave,2023-07-18 14:29:00,2023-07-18 16:29:00,72,False,JFK
GlobeAir3860,AirNSR,2023-07-18 09:05:00,2023-07-18 11:05:00,53,False,GRU
PacificWings5475,JetFly,2023-07-18 06:44:00,2023-07-18 11:44:00,62,False,ORD
SkyWave2067,GlobeAir,2023-07-18 18:01:00,2023-07-18 19:01:00,53,False,DXB
GlobeAir3867,AirNSR,2023-07-18 07:42:00,2023-07-18 08:42:00,1,False,CDG
JetFly8850,SkyWave,2023-07-18 14:01:00,2023-07-18 17:01:00,49,False,ATL
SkyWave8339,AirNSR,2023-07-19 07:55:00,2023-07-19 12:55:00,66,False,HND
PacificWings9004,SkyWave,2023-07-19 07:18:00,2023-07-19 10:18:00,63,False,LHR
GlobeAir8741,PacificWings,2023-07-19 11:23:00,2023-07-19 14:23:00,83,False,SYD
SkyWave6254,JetFly,2023-07-19 19:11:00,2023-07-20 00:11:00,61,False,DXB
JetFly5791,SkyWave,2023-07-19 21:43:00,2023-07-20 02:43:00,45,False,HND
AirNSR5148,SkyWave,2023-07-19 16:59:00,2023-07-19 19:59:00,78,False,DXB
PacificWings3691,AirNSR,2023-07-19 16:32:00,2023-07-19 18:32:00,28,False,SYD
SkyWave3285,SkyWave,2023-07-19 18:05:00,2023-07-19 22:05:00,0,False,SYD
PacificWings1687,PacificWings,2023-07-19 09:36:00,2023-07-19 10:36:00,22,False,SYD
SkyWave4715,JetFly,2023-07-19 21:07:00,2023-07-20 00:07:00,0,False,LHR
PacificWings7471,PacificWings,2023-07-20 18:14:00,2023-07-20 23:14:00,0,False,HND
AirNSR4699,GlobeAir,2023-07-20 10:53:00,2023-07-20 12:53:00,23,False,SYD
AirNSR9113,SkyWave,2023-07-20 08:44:00,2023-07-20 11:44:00,0,False,HND
JetFly4428,PacificWings,2023-07-20 09:52:00,2023-07-20 11:52:00,16,True,JFK
JetFly2983,SkyWave,2023-07-20 11:52:00,2023-07-20 12:52:00,0,False,DXB
AirNSR7912,JetFly,2023-07-20 18:00:00,2023-07-20 23:00:00,39,False,HND
JetFly4415,JetFly,2023-07-20 19:39:00,2023-07-21 00:39:00,30,False,GRU
PacificWings1686,GlobeAir,2023-07-20 07:31:00,2023-07-20 10:31:00,0,False,CDG
GlobeAir7287,PacificWings,2023-07-20 09:27:00,2023-07-20 14:27:00,59,False,LHR
GlobeAir1447,GlobeAir,2023-07-20 07:31:00,2023-07-20 08:31:00,72,False,SYD
AirNSR2359,SkyWave,2023-07-21 09:29:00,2023-07-21 13:29:00,0,False,ATL
PacificWings8688,AirNSR,2023-07-21 16:19:00,2023-07-21 21:19:00,0,False,DXB
SkyWave7727,AirNSR,2023-07-21 06:43:00,2023-07-21 08:43:00,0,False,JFK
PacificWings8281,AirNSR,2023-07-21 22:11:00,2023-07-22 02:11:00,0,False,GRU
GlobeAir9776,AirNSR,2023-07-21 14:37:00,2023-07-21 15:37:00,67,False,DXB
SkyWave8401,JetFly,2023-07-21 11:02:00,2023-07-21 14:02:00,21,False,HND
AirNSR3536,AirNSR,2023-07-21 12:30:00,2023-07-21 16:30:00,18,False,HND
SkyWave7172,AirNSR,2023-07-21 15:11:00,2023-07-21 17:11:00,0,False,GRU
GlobeAir4747,GlobeAir,2023-07-21 09:06:00,2023-07-21 11:06:00,58,False,GRU
PacificWings1387,GlobeAir,2023-07-21 21:23:00,2023-07-22 01:23:00,0,True,SYD
JetFly9904,AirNSR,2023-07-22 19:30:00,2023-07-22 20:30:00,32,False,SYD
GlobeAir2096,AirNSR,2023-07-22 08:16:00,2023-07-22 11:16:00,42,False,SYD
SkyWave3253,AirNSR,2023-07-22 06:10:00,2023-07-22 07:10:00,91,False,ATL
GlobeAir9944,JetFly,2023-07-22 14:30:00,2023-07-22 15:30:00,0,False,ORD
PacificWings7770,AirNSR,2023-07-22 07:14:00,2023-07-22 09:14:00,0,False,ORD
GlobeAir1183,JetFly,2023-07-22 07:32:00,2023-07-22 08:32:00,38,False,CDG
PacificWings9692,AirNSR,2023-07-22 15:56:00,2023-07-22 17:56:00,111,False,ATL
GlobeAir4498,SkyWave,2023-07-22 21:30:00,2023-07-23 01:30:00,85,False,ORD
GlobeAir9870,AirNSR,2023-07-22 10:42:00,2023-07-22 12:42:00,39,False,ORD
AirNSR8826,PacificWings,2023-07-22 08:36:00,2023-07-22 10:36:00,7,False,HND
JetFly4692,JetFly,2023-07-23 19:03:00,2023-07-23 23:03:00,66,True,LHR
GlobeAir1453,SkyWave,2023-07-23 17:25:00,2023-07-23 21:25:00,0,False,ATL
SkyWave8853,PacificWings,2023-07-23 22:56:00,2023-07-24 02:56:00,51,False,ORD
SkyWave9540,JetFly,2023-07-23 21:49:00,2023-07-23 22:49:00,52,False,JFK
GlobeAir2086,PacificWings,2023-07-23 08:45:00,2023-07-23 10:45:00,77,False,JFK
JetFly5544,GlobeAir,2023-07-23 14:29:00,2023-07-23 17:29:00,154,False,SYD
PacificWings6359,JetFly,2023-07-23 21:32:00,2023-07-24 01:32:00,47,False,GRU
PacificWings3248,GlobeAir,2023-07-23 16:05:00,2023-07-23 20:05:00,7,False,SYD
PacificWings2031,JetFly,2023-07-23 14:59:00,2023-07-23 17:59:00,28,False,GRU
PacificWings4732,JetFly,2023-07-23 16:58:00,2023-07-23 18:58:00,0,False,LHR
JetFly4143,JetFly,2023-07-24 22:43:00,2023-07-25 02:43:00,0,False,GRU
GlobeAir4085,PacificWings,2023-07-24 10:51:00,2023-07-24 13:51:00,11,False,LHR
PacificWings6261,SkyWave,2023-07-24 20:37:00,2023-07-25 01:37:00,6,False,CDG
SkyWave4370,PacificWings,2023-07-24 16:11:00,2023-07-24 20:11:00,36,False,HND
GlobeAir5435,PacificWings,2023-07-24 20:34:00,2023-07-24 23:34:00,0,False,GRU
AirNSR5137,AirNSR,2023-07-24 18:52:00,2023-07-24 23:52:00,80,False,JFK
AirNSR4095,JetFly,2023-07-24 21:29:00,2023-07-25 02:29:00,30,False,CDG
PacificWings7889,SkyWave,2023-07-24 14:03:00,2023-07-24 18:03:00,29,False,DXB
PacificWings2770,GlobeAir,2023-07-24 19:24:00,2023-07-24 22:24:00,15,False,ORD
AirNSR6920,AirNSR,2023-07-24 07:54:00,2023-07-24 08:54:00,36,False,SYD
PacificWings5397,SkyWave,2023-07-25 09:59:00,2023-07-25 13:59:00,67,False,GRU
AirNSR1161,AirNSR,2023-07-25 16:39:00,2023-07-25 19:39:00,0,False,ATL
SkyWave4611,PacificWings,2023-07-25 14:59:00,2023-07-25 19:59:00,0,False,ATL
SkyWave1376,PacificWings,2023-07-25 16:48:00,2023-07-25 18:48:00,16,False,HND
SkyWave9875,PacificWings,2023-07-25 06:10:00,2023-07-25 07:10:00,0,False,GRU
JetFly8966,AirNSR,2023-07-25 09:15:00,2023-07-25 13:15:00,0,False,DXB
PacificWings3713,SkyWave,2023-07-25 13:17:00,2023-07-25 14:17:00,8,True,CDG
GlobeAir7335,GlobeAir,2023-07-25 12:14:00,2023-07-25 13:14:00,69,False,HND
GlobeAir8250,SkyWave,2023-07-25 18:54:00,2023-07-25 23:54:00,41,False,JFK
PacificWings5451,SkyWave,2023-07-25 21:27:00,2023-07-26 02:27:00,38,False,JFK
GlobeAir9315,PacificWings,2023-07-26 18:53:00,2023-07-26 22:53:00,68,False,LHR
SkyWave2267,PacificWings,2023-07-26 18:10:00,2023-07-26 22:10:00,23,False,LHR
JetFly7637,JetFly,2023-07-26 13:45:00,2023-07-26 16:45:00,47,False,HND
PacificWings8695,AirNSR,2023-07-26 13:41:00,2023-07-26 14:41:00,25,False,JFK
GlobeAir6655,JetFly,2023-07-26 18:01:00,2023-07-26 22:01:00,41,False,DXB
GlobeAir2465,GlobeAir,2023-07-26 14:22:00,2023-07-26 16:22:00,3,False,CDG
GlobeAir3590,SkyWave,2023-07-26 13:54:00,2023-07-26 18:54:00,0,False,GRU
PacificWings4206,AirNSR,2023-07-26 18:23:00,2023-07-26 19:23:00,23,False,LAX
SkyWave2513,PacificWings,2023-07-26 07:16:00,2023-07-26 08:16:00,94,False,CDG
GlobeAir3441,JetFly,2023-07-26 10:54:00,2023-07-26 14:54:00,71,False,ORD
SkyWave7708,JetFly,2023-07-27 11:33:00,2023-07-27 12:33:00,73,False,LAX
PacificWings1854,PacificWings,2023-07-27 11:18:00,2023-07-27 16:18:00,85,False,HND
SkyWave4870,AirNSR,2023-07-27 12:38:00,2023-07-27 13:38:00,33,False,LAX
JetFly3928,PacificWings,2023-07-27 09:49:00,2023-07-27 13:49:00,38,False,LHR
SkyWave3502,PacificWings,2023-07-27 11:15:00,2023-07-27 12:15:00,2,False,ORD
JetFly9409,AirNSR,2023-07-27 22:32:00,2023-07-27 23:32:00,15,False,ORD
AirNSR8685,SkyWave,2023-07-27 10:15:00,2023-07-27 15:15:00,57,False,GRU
JetFly8576,SkyWave,2023-07-27 20:11:00,2023-07-27 21:11:00,84,False,ORD
PacificWings1692,AirNSR,2023-07-27 18:08:00,2023-07-27 19:08:00,23,False,SYD
GlobeAir7471,PacificWings,2023-07-27 18:56:00,2023-07-27 23:56:00,9,False,SYD
JetFly7638,JetFly,2023-07-28 22:59:00,2023-07-29 02:59:00,30,False,DXB
SkyWave1596,SkyWave,2023-07-28 08:38:00,2023-07-28 11:38:00,57,False,LAX
PacificWings7756,GlobeAir,2023-07-28 18:19:00,2023-07-28 21:19:00,0,True,DXB
SkyWave1262,SkyWave,2023-07-28 19:49:00,2023-07-28 21:49:00,0,False,GRU
SkyWave5947,GlobeAir,2023-07-28 13:09:00,2023-07-28 14:09:00,5,False,DXB
JetFly8975,GlobeAir,2023-07-28 20:45:00,2023-07-29 00:45:00,0,False,ATL
GlobeAir3136,GlobeAir,2023-07-28 07:15:00,2023-07-28 09:15:00,7,False,LAX
JetFly7128,AirNSR,2023-07-28 17:29:00,2023-07-28 21:29:00,23,False,HND
AirNSR5816,JetFly,2023-07-28 22:35:00,2023-07-29 02:35:00,9,True,DXB
AirNSR6775,JetFly,2023-07-28 12:19:00,2023-07-28 17:19:00,95,False,LAX
SkyWave5417,AirNSR,2023-07-29 06:32:00,2023-07-29 08:32:00,44,False,LHR
AirNSR8345,GlobeAir,2023-07-29 16:51:00,2023-07-29 21:51:00,43,False,GRU
JetFly5668,JetFly,2023-07-29 07:51:00,2023-07-29 12:51:00,57,False,DXB
GlobeAir8100,PacificWings,2023-07-29 07:42:00,2023-07-29 12:42:00,0,False,GRU
PacificWings2102,SkyWave,2023-07-29 18:21:00,2023-07-29 22:21:00,76,False,CDG
SkyWave3329,SkyWave,2023-07-29 08:39:00,2023-07-29 12:39:00,26,False,ATL
AirNSR1721,JetFly,2023-07-29 06:08:00,2023-07-29 08:08:00,60,False,ATL
GlobeAir3484,GlobeAir,2023-07-29 14:58:00,2023-07-29 16:58:00,0,True,LAX
SkyWave1613,JetFly,2023-07-29 21:50:00,2023-07-29 22:50:00,0,False,ORD
GlobeAir2871,AirNSR,2023-07-29 20:51:00,2023-07-29 23:51:00,66,False,LHR
GlobeAir5228,PacificWings,2023-07-30 16:40:00,2023-07-30 19:40:00,46,False,GRU
PacificWings5570,PacificWings,2023-07-30 13:14:00,2023-07-30 14:14:00,0,False,CDG
JetFly9336,JetFly,2023-07-30 21:46:00,2023-07-31 01:46:00,0,False,GRU
JetFly5221,AirNSR,2023-07-30 10:35:00,2023-07-30 12:35:00,80,False,ATL
SkyWave8607,SkyWave,2023-07-30 09:44:00,2023-07-30 14:44:00,0,False,HND
GlobeAir7869,PacificWings,2023-07-30 16:19:00,2023-07-30 17:19:00,103,False,GRU
GlobeAir2086,JetFly,2023-07-30 07:27:00,2023-07-30 11:27:00,0,False,ORD
GlobeAir8752,AirNSR,2023-07-30 16:23:00,2023-07-30 17:23:00,58,False,DXB
GlobeAir7493,PacificWings,2023-07-30 12:25:00,2023-07-30 16:25:00,15,False,CDG
SkyWave3701,JetFly,2023-07-30 11:38:00,2023-07-30 14:38:00,57,False,LAX
AirNSR2345,AirNSR,2023-07-31 06:09:00,2023-07-31 11:09:00,5,False,LAX
SkyWave1841,AirNSR,2023-07-31 21:11:00,2023-07-31 22:11:00,22,False,LHR
JetFly2433,AirNSR,2023-07-31 11:57:00,2023-07-31 14:57:00,31,False,JFK
PacificWings2349,AirNSR,2023-07-31 06:52:00,2023-07-31 08:52:00,0,False,HND
GlobeAir2761,JetFly,2023-07-31 15:39:00,2023-07-31 20:39:00,63,False,GRU
JetFly3271,AirNSR,2023-07-31 20:38:00,2023-07-31 23:38:00,6,False,SYD
AirNSR9133,PacificWings,2023-07-31 13:44:00,2023-07-31 16:44:00,19,True,LHR
SkyWave8744,GlobeAir,2023-07-31 17:32:00,2023-07-31 20:32:00,0,False,HND
GlobeAir4852,JetFly,2023-07-31 16:13:00,2023-07-31 18:13:00,0,False,ORD
AirNSR2301,AirNSR,2023-07-31 09:09:00,2023-07-31 10:09:00,21,False,ORD
SkyWave2203,JetFly,2023-08-01 16:44:00,2023-08-01 19:44:00,138,False,DXB
GlobeAir7715,AirNSR,2023-08-01 15:59:00,2023-08-01 17:59:00,65,False,JFK
JetFly3564,GlobeAir,2023-08-01 12:22:00,2023-08-01 13:22:00,29,True,CDG
GlobeAir4056,GlobeAir,2023-08-01 20:42:00,2023-08-02 00:42:00,18,False,LHR
GlobeAir3177,JetFly,2023-08-01 19:42:00,2023-08-01 22:42:00,31,False,GRU
SkyWave1121,SkyWave,2023-08-01 14:26:00,2023-08-01 15:26:00,54,False,LHR
SkyWave1688,SkyWave,2023-08-01 13:32:00,2023-08-01 18:32:00,0,False,CDG
SkyWave3957,GlobeAir,2023-08-01 07:49:00,2023-08-01 08:49:00,80,False,LHR
PacificWings7111,JetFly,2023-08-01 06:06:00,2023-08-01 10:06:00,62,False,SYD
SkyWave4458,SkyWave,2023-08-01 16:43:00,2023-08-01 21:43:00,62,False,HND
PacificWings4222,GlobeAir,2023-08-02 07:29:00,2023-08-02 12:29:00,49,False,SYD
GlobeAir1729,JetFly,2023-08-02 16:01:00,2023-08-02 20:01:00,30,False,LAX
GlobeAir7836,GlobeAir,2023-08-02 13:59:00,2023-08-02 16:59:00,60,False,ATL
GlobeAir5336,JetFly,2023-08-02 07:52:00,2023-08-02 09:52:00,56,False,GRU
JetFly7468,JetFly,2023-08-02 06:33:00,2023-08-02 08:33:00,14,True,DXB
SkyWave7504,AirNSR,2023-08-02 19:03:00,2023-08-02 20:03:00,4,False,CDG
PacificWings9954,GlobeAir,2023-08-02 06:32:00,2023-08-02 09:32:00,34,False,JFK
GlobeAir4496,PacificWings,2023-08-02 15:49:00,2023-08-02 16:49:00,99,False,HND
PacificWings6383,SkyWave,2023-08-02 12:00:00,2023-08-02 16:00:00,0,False,ATL
GlobeAir1338,AirNSR,2023-08-02 10:59:00,2023-08-02 13:59:00,0,False,CDG
JetFly7808,SkyWave,2023-08-03 19:13:00,2023-08-03 21:13:00,37,False,CDG
JetFly9885,PacificWings,2023-08-03 08:04:00,2023-08-03 10:04:00,32,False,JFK
SkyWave2081,JetFly,2023-08-03 11:07:00,2023-08-03 15:07:00,37,False,SYD
PacificWings8623,PacificWings,2023-08-03 09:30:00,2023-08-03 14:30:00,40,False,LAX
JetFly2507,JetFly,2023-08-03 11:24:00,2023-08-03 13:24:00,19,False,CDG
AirNSR2415,AirNSR,2023-08-03 11:09:00,2023-08-03 14:09:00,97,False,SYD
SkyWave8842,JetFly,2023-08-03 06:21:00,2023-08-03 10:21:00,0,False,HND
AirNSR9395,GlobeAir,2023-08-03 12:10:00,2023-08-03 14:10:00,0,False,DXB
PacificWings2096,SkyWave,2023-08-03 21:35:00,2023-08-04 01:35:00,25,False,LHR
SkyWave1687,AirNSR,2023-08-03 20:12:00,2023-08-03 21:12:00,0,False,JFK
JetFly6549,GlobeAir,2023-08-04 06:20:00,2023-08-04 10:20:00,22,False,LAX
PacificWings9528,PacificWings,2023-08-04 09:37:00,2023-08-04 11:37:00,104,False,SYD
PacificWings6582,AirNSR,2023-08-04 07:50:00,2023-08-04 10:50:00,30,False,SYD
GlobeAir5807,AirNSR,2023-08-04 09:03:00,2023-08-04 12:03:00,40,False,ORD
JetFly7219,SkyWave,2023-08-04 14:21:00,2023-08-04 18:21:00,0,False,SYD
JetFly2230,GlobeAir,2023-08-04 15:47:00,2023-08-04 18:47:00,2,False,JFK
JetFly6369,SkyWave,2023-08-04 08:55:00,2023-08-04 10:55:00,13,False,GRU
PacificWings2640,JetFly,2023-08-04 09:06:00,2023-08-04 12:06:00,15,False,LHR
AirNSR3992,PacificWings,2023-08-04 12:37:00,2023-08-04 13:37:00,87,False,CDG
JetFly9868,AirNSR,2023-08-04 15:58:00,2023-08-04 20:58:00,55,False,LAX
GlobeAir1667,JetFly,2023-08-05 19:05:00,2023-08-05 22:05:00,0,False,JFK
SkyWave2126,AirNSR,2023-08-05 06:06:00,2023-08-05 10:06:00,41,True,LHR
GlobeAir9879,AirNSR,2023-08-05 14:10:00,2023-08-05 19:10:00,52,False,ATL
AirNSR6473,SkyWave,2023-08-05 11:41:00,2023-08-05 16:41:00,81,False,LAX
AirNSR8705,SkyWave,2023-08-05 10:10:00,2023-08-05 15:10:00,101,False,HND
AirNSR9568,JetFly,2023-08-05 12:31:00,2023-08-05 17:31:00,0,False,HND
SkyWave7364,SkyWave,2023-08-05 22:18:00,2023-08-06 01:18:00,0,False,GRU
GlobeAir5713,JetFly,2023-08-05 13:39:00,2023-08-05 14:39:00,0,False,CDG
PacificWings9153,AirNSR,2023-08-05 09:25:00,2023-08-05 14:25:00,19,False,CDG
SkyWave4020,PacificWings,2023-08-05 09:42:00,2023-08-05 11:42:00,50,False,JFK
SkyWave5095,AirNSR,2023-08-06 08:43:00,2023-08-06 12:43:00,74,False,ATL
JetFly2845,PacificWings,2023-08-06 06:41:00,2023-08-06 08:41:00,26,False,JFK
GlobeAir2752,JetFly,2023-08-06 12:28:00,2023-08-06 14:28:00,15,False,LAX
JetFly6326,GlobeAir,2023-08-06 18:42:00,2023-08-06 23:42:00,36,False,DXB
SkyWave3390,SkyWave,2023-08-06 18:22:00,2023-08-06 20:22:00,0,False,ATL
GlobeAir9010,JetFly,2023-08-06 19:03:00,2023-08-06 22:03:00,124,True,DXB
SkyWave2006,AirNSR,2023-08-06 20:33:00,2023-08-06 23:33:00,0,False,LAX
JetFly3305,JetFly,2023-08-06 14:11:00,2023-08-06 18:11:00,38,False,DXB
PacificWings2069,PacificWings,2023-08-06 20:22:00,2023-08-06 23:22:00,121,False,DXB
SkyWave5515,GlobeAir,2023-08-06 18:17:00,2023-08-06 20:17:00,30,False,DXB
SkyWave1280,SkyWave,2023-08-07 21:24:00,2023-08-07 23:24:00,21,False,SYD
PacificWings3370,AirNSR,2023-08-07 14:46:00,2023-08-07 17:46:00,13,False,LAX
JetFly9462,JetFly,2023-08-07 18:01:00,2023-08-07 19:01:00,21,False,LAX
SkyWave5633,JetFly,2023-08-07 13:48:00,2023-08-07 18:48:00,91,False,GRU
PacificWings3997,GlobeAir,2023-08-07 22:00:00,2023-08-08 00:00:00,0,False,LHR
PacificWings7876,PacificWings,2023-08-07 16:00:00,2023-08-07 20:00:00,99,False,LAX
JetFly7960,JetFly,2023-08-07 14:37:00,2023-08-07 16:37:00,0,False,GRU
PacificWings6847,AirNSR,2023-08-07 18:30:00,2023-08-07 23:30:00,18,False,ATL
JetFly1750,JetFly,2023-08-07 17:30:00,2023-08-07 19:30:00,10,False,DXB
SkyWave8058,PacificWings,2023-08-07 06:44:00,2023-08-07 07:44:00,56,False,ORD
SkyWave7729,AirNSR,2023-08-08 12:29:00,2023-08-08 16:29:00,0,False,LAX
AirNSR9987,GlobeAir,2023-08-08 10:14:00,2023-08-08 12:14:00,50,False,LAX
AirNSR5201,AirNSR,2023-08-08 19:07:00,2023-08-08 22:07:00,121,False,DXB
SkyWave2531,JetFly,2023-08-08 13:39:00,2023-08-08 14:39:00,0,False,CDG
PacificWings9796,SkyWave,2023-08-08 07:30:00,2023-08-08 10:30:00,38,False,JFK
GlobeAir4544,GlobeAir,2023-08-08 16:06:00,2023-08-08 17:06:00,0,False,ATL
PacificWings5549,AirNSR,2023-08-08 19:44:00,2023-08-08 22:44:00,49,False,DXB
PacificWings3691,AirNSR,2023-08-08 09:40:00,2023-08-08 14:40:00,30,True,CDG
SkyWave3819,SkyWave,2023-08-08 13:47:00,2023-08-08 14:47:00,1,False,ATL
SkyWave4238,SkyWave,2023-08-08 15:29:00,2023-08-08 16:29:00,51,False,ATL
PacificWings3203,AirNSR,2023-08-09 09:46:00,2023-08-09 11:46:00,111,False,CDG
GlobeAir3521,AirNSR,2023-08-09 11:30:00,2023-08-09 15:30:00,21,True,LHR
AirNSR9733,SkyWave,2023-08-09 19:06:00,2023-08-09 20:06:00,62,False,ATL
AirNSR3518,GlobeAir,2023-08-09 09:27:00,2023-08-09 11:27:00,0,False,ORD
JetFly9523,PacificWings,2023-08-09 22:57:00,2023-08-10 03:57:00,0,False,GRU
JetFly8422,SkyWave,2023-08-09 12:28:00,2023-08-09 16:28:00,51,False,DXB
JetFly6172,JetFly,2023-08-09 12:59:00,2023-08-09 13:59:00,96,False,CDG
GlobeAir9772,GlobeAir,2023-08-09 08:55:00,2023-08-09 13:55:00,46,False,ORD
AirNSR4764,PacificWings,2023-08-09 09:35:00,2023-08-09 13:35:00,15,False,GRU
SkyWave1865,PacificWings,2023-08-09 11:34:00,2023-08-09 13:34:00,29,False,ATL
AirNSR9329,PacificWings,2023-08-10 08:15:00,2023-08-10 13:15:00,0,False,LHR
PacificWings9807,AirNSR,2023-08-10 14:16:00,2023-08-10 17:16:00,57,False,ORD
AirNSR8007,GlobeAir,2023-08-10 12:08:00,2023-08-10 14:08:00,69,False,LAX
PacificWings3421,PacificWings,2023-08-10 20:04:00,2023-08-11 00:04:00,9,False,SYD
AirNSR6273,GlobeAir,2023-08-10 11:43:00,2023-08-10 14:43:00,8,False,LHR
AirNSR1542,AirNSR,2023-08-10 06:49:00,2023-08-10 07:49:00,41,False,JFK
AirNSR6283,SkyWave,2023-08-10 08:05:00,2023-08-10 10:05:00,10,False,LAX
GlobeAir9831,JetFly,2023-08-10 07:50:00,2023-08-10 12:50:00,27,True,ORD
JetFly6125,GlobeAir,2023-08-10 09:50:00,2023-08-10 14:50:00,124,False,CDG
JetFly3609,AirNSR,2023-08-10 10:38:00,2023-08-10 15:38:00,18,False,CDG
GlobeAir9556,AirNSR,2023-08-11 10:11:00,2023-08-11 13:11:00,13,False,JFK
JetFly7216,GlobeAir,2023-08-11 07:32:00,2023-08-11 11:32:00,0,False,JFK
PacificWings1800,AirNSR,2023-08-11 14:56:00,2023-08-11 16:56:00,63,False,LHR
AirNSR6922,PacificWings,2023-08-11 14:33:00,2023-08-11 16:33:00,21,False,GRU
AirNSR4863,GlobeAir,2023-08-11 10:51:00,2023-08-11 13:51:00,0,False,LHR
JetFly1802,JetFly,2023-08-11 15:52:00,2023-08-11 17:52:00,89,False,HND
AirNSR1645,GlobeAir,2023-08-11 07:26:00,2023-08-11 09:26:00,93,False,GRU
PacificWings8537,PacificWings,2023-08-11 17:50:00,2023-08-11 18:50:00,2,False,SYD
SkyWave3060,AirNSR,2023-08-11 07:17:00,2023-08-11 08:17:00,0,False,HND
JetFly9660,AirNSR,2023-08-11 22:47:00,2023-08-11 23:47:00,75,False,CDG
SkyWave9969,GlobeAir,2023-08-12 21:56:00,2023-08-12 23:56:00,0,False,HND
SkyWave9656,AirNSR,2023-08-12 18:17:00,2023-08-12 20:17:00,65,False,LAX
SkyWave7554,PacificWings,2023-08-12 15:46:00,2023-08-12 17:46:00,0,False,CDG
GlobeAir5875,SkyWave,2023-08-12 06:15:00,2023-08-12 10:15:00,70,False,ORD
JetFly9656,GlobeAir,2023-08-12 12:06:00,2023-08-12 15:06:00,0,False,CDG
AirNSR8568,AirNSR,2023-08-12 18:18:00,2023-08-12 22:18:00,62,False,LHR
JetFly1693,SkyWave,2023-08-12 18:50:00,2023-08-12 20:50:00,30,False,LHR
JetFly9904,SkyWave,2023-08-12 15:12:00,2023-08-12 16:12:00,0,False,DXB
GlobeAir6041,GlobeAir,2023-08-12 14:55:00,2023-08-12 17:55:00,11,False,SYD
PacificWings1368,SkyWave,2023-08-12 09:23:00,2023-08-12 11:23:00,60,False,SYD
PacificWings3923,JetFly,2023-08-13 16:46:00,2023-08-13 18:46:00,34,False,JFK
JetFly1615,JetFly,2023-08-13 07:54:00,2023-08-13 10:54:00,56,False,ATL
SkyWave6817,SkyWave,2023-08-13 22:16:00,2023-08-14 03:16:00,118,False,LAX
GlobeAir4635,SkyWave,2023-08-13 09:05:00,2023-08-13 10:05:00,0,False,DXB
PacificWings8642,AirNSR,2023-08-13 07:38:00,2023-08-13 09:38:00,102,False,LAX
SkyWave9070,SkyWave,2023-08-13 10:25:00,2023-08-13 13:25:00,34,False,JFK
GlobeAir1569,AirNSR,2023-08-13 08:58:00,2023-08-13 13:58:00,0,False,DXB
JetFly7378,AirNSR,2023-08-13 20:32:00,2023-08-14 00:32:00,0,False,SYD
AirNSR1174,SkyWave,2023-08-13 12:52:00,2023-08-13 13:52:00,21,False,JFK
PacificWings2748,JetFly,2023-08-13 19:07:00,2023-08-14 00:07:00,71,False,GRU
PacificWings1214,SkyWave,2023-08-14 18:21:00,2023-08-14 22:21:00,24,False,DXB
JetFly5647,PacificWings,2023-08-14 09:46:00,2023-08-14 13:46:00,98,False,GRU
SkyWave7418,JetFly,2023-08-14 17:08:00,2023-08-14 18:08:00,0,False,GRU
AirNSR3018,PacificWings,2023-08-14 15:06:00,2023-08-14 20:06:00,29,False,ATL
GlobeAir9681,GlobeAir,2023-08-14 16:53:00,2023-08-14 17:53:00,0,False,HND
SkyWave3795,SkyWave,2023-08-14 12:38:00,2023-08-14 17:38:00,46,False,LAX
SkyWave8393,JetFly,2023-08-14 16:21:00,2023-08-14 20:21:00,69,False,CDG
AirNSR5816,SkyWave,2023-08-14 22:34:00,2023-08-15 02:34:00,11,False,JFK
